eval_id,Level,Patch,TrueLabel,PredictedProb
StyleGAN1linear,1,CLS,0,0.21467173
StyleGAN1linear,1,CLS,0,0.2534746
StyleGAN1linear,1,CLS,0,0.45878842
StyleGAN1linear,1,CLS,0,0.26577014
StyleGAN1linear,1,CLS,0,0.33167592
StyleGAN1linear,1,CLS,0,0.3841891
StyleGAN1linear,1,CLS,0,0.6536781
StyleGAN1linear,1,CLS,0,0.18310125
StyleGAN1linear,1,CLS,0,0.45105493
StyleGAN1linear,1,CLS,0,0.5423926
StyleGAN1linear,1,CLS,0,0.45644692
StyleGAN1linear,1,CLS,0,0.33794203
StyleGAN1linear,1,CLS,0,0.5255081
StyleGAN1linear,1,CLS,0,0.23998287
StyleGAN1linear,1,CLS,0,0.2446767
StyleGAN1linear,1,CLS,0,0.54966325
StyleGAN1linear,1,CLS,0,0.44008768
StyleGAN1linear,1,CLS,0,0.33175343
StyleGAN1linear,1,CLS,0,0.6484807
StyleGAN1linear,1,CLS,0,0.49835545
StyleGAN1linear,1,CLS,0,0.43608233
StyleGAN1linear,1,CLS,0,0.27631006
StyleGAN1linear,1,CLS,0,0.41824675
StyleGAN1linear,1,CLS,0,0.35065845
StyleGAN1linear,1,CLS,0,0.19098985
StyleGAN1linear,1,CLS,0,0.19122785
StyleGAN1linear,1,CLS,0,0.40953946
StyleGAN1linear,1,CLS,0,0.34093827
StyleGAN1linear,1,CLS,0,0.28404698
StyleGAN1linear,1,CLS,0,0.6557625
StyleGAN1linear,1,CLS,0,0.36083898
StyleGAN1linear,1,CLS,0,0.657333
StyleGAN1linear,1,CLS,0,0.39191267
StyleGAN1linear,1,CLS,0,0.45219046
StyleGAN1linear,1,CLS,0,0.37711248
StyleGAN1linear,1,CLS,0,0.51187515
StyleGAN1linear,1,CLS,0,0.24870597
StyleGAN1linear,1,CLS,0,0.5566439
StyleGAN1linear,1,CLS,0,0.08921742
StyleGAN1linear,1,CLS,0,0.29181814
StyleGAN1linear,1,CLS,0,0.53034145
StyleGAN1linear,1,CLS,0,0.4848516
StyleGAN1linear,1,CLS,0,0.67346406
StyleGAN1linear,1,CLS,0,0.23632646
StyleGAN1linear,1,CLS,0,0.20752563
StyleGAN1linear,1,CLS,0,0.12375596
StyleGAN1linear,1,CLS,0,0.4127723
StyleGAN1linear,1,CLS,0,0.44449
StyleGAN1linear,1,CLS,0,0.49282646
StyleGAN1linear,1,CLS,0,0.42061636
StyleGAN1linear,1,CLS,0,0.50495887
StyleGAN1linear,1,CLS,0,0.2955666
StyleGAN1linear,1,CLS,0,0.22861356
StyleGAN1linear,1,CLS,0,0.5166011
StyleGAN1linear,1,CLS,0,0.34118912
StyleGAN1linear,1,CLS,0,0.24032494
StyleGAN1linear,1,CLS,0,0.30384138
StyleGAN1linear,1,CLS,0,0.4548798
StyleGAN1linear,1,CLS,0,0.42213818
StyleGAN1linear,1,CLS,0,0.33874273
StyleGAN1linear,1,CLS,0,0.1007655
StyleGAN1linear,1,CLS,0,0.25888014
StyleGAN1linear,1,CLS,0,0.5873312
StyleGAN1linear,1,CLS,0,0.5864625
StyleGAN1linear,1,CLS,0,0.6478897
StyleGAN1linear,1,CLS,0,0.31819066
StyleGAN1linear,1,CLS,0,0.42925325
StyleGAN1linear,1,CLS,0,0.6070715
StyleGAN1linear,1,CLS,0,0.35388774
StyleGAN1linear,1,CLS,0,0.5910045
StyleGAN1linear,1,CLS,0,0.22575812
StyleGAN1linear,1,CLS,0,0.38971454
StyleGAN1linear,1,CLS,0,0.31533635
StyleGAN1linear,1,CLS,0,0.37676626
StyleGAN1linear,1,CLS,0,0.48167464
StyleGAN1linear,1,CLS,0,0.58714825
StyleGAN1linear,1,CLS,0,0.35448894
StyleGAN1linear,1,CLS,0,0.12185826
StyleGAN1linear,1,CLS,0,0.44941008
StyleGAN1linear,1,CLS,0,0.394958
StyleGAN1linear,1,CLS,0,0.44784954
StyleGAN1linear,1,CLS,0,0.19342142
StyleGAN1linear,1,CLS,0,0.13454367
StyleGAN1linear,1,CLS,0,0.44436395
StyleGAN1linear,1,CLS,0,0.32977214
StyleGAN1linear,1,CLS,0,0.32629943
StyleGAN1linear,1,CLS,0,0.50997734
StyleGAN1linear,1,CLS,0,0.18424991
StyleGAN1linear,1,CLS,0,0.21983403
StyleGAN1linear,1,CLS,0,0.3278029
StyleGAN1linear,1,CLS,0,0.47143835
StyleGAN1linear,1,CLS,0,0.5013465
StyleGAN1linear,1,CLS,0,0.701899
StyleGAN1linear,1,CLS,0,0.455937
StyleGAN1linear,1,CLS,0,0.23951513
StyleGAN1linear,1,CLS,0,0.2811261
StyleGAN1linear,1,CLS,0,0.2408364
StyleGAN1linear,1,CLS,0,0.5171775
StyleGAN1linear,1,CLS,0,0.52309626
StyleGAN1linear,1,CLS,0,0.4023368
StyleGAN1linear,1,CLS,0,0.5241535
StyleGAN1linear,1,CLS,0,0.3410634
StyleGAN1linear,1,CLS,0,0.57084
StyleGAN1linear,1,CLS,0,0.27981687
StyleGAN1linear,1,CLS,0,0.3214232
StyleGAN1linear,1,CLS,0,0.4900958
StyleGAN1linear,1,CLS,0,0.47285253
StyleGAN1linear,1,CLS,0,0.30284244
StyleGAN1linear,1,CLS,0,0.43446937
StyleGAN1linear,1,CLS,0,0.13454755
StyleGAN1linear,1,CLS,0,0.4921053
StyleGAN1linear,1,CLS,0,0.7107726
StyleGAN1linear,1,CLS,0,0.5344081
StyleGAN1linear,1,CLS,0,0.32831886
StyleGAN1linear,1,CLS,0,0.08769335
StyleGAN1linear,1,CLS,0,0.4870302
StyleGAN1linear,1,CLS,0,0.31535298
StyleGAN1linear,1,CLS,0,0.38889092
StyleGAN1linear,1,CLS,0,0.13249215
StyleGAN1linear,1,CLS,0,0.31913513
StyleGAN1linear,1,CLS,0,0.58160937
StyleGAN1linear,1,CLS,0,0.4071901
StyleGAN1linear,1,CLS,0,0.3650828
StyleGAN1linear,1,CLS,0,0.44765237
StyleGAN1linear,1,CLS,0,0.4373645
StyleGAN1linear,1,CLS,0,0.33309436
StyleGAN1linear,1,CLS,0,0.17359571
StyleGAN1linear,1,CLS,0,0.54824877
StyleGAN1linear,1,CLS,0,0.4349028
StyleGAN1linear,1,CLS,0,0.4041338
StyleGAN1linear,1,CLS,0,0.5187857
StyleGAN1linear,1,CLS,0,0.48743948
StyleGAN1linear,1,CLS,0,0.3416922
StyleGAN1linear,1,CLS,0,0.42783248
StyleGAN1linear,1,CLS,0,0.37274003
StyleGAN1linear,1,CLS,0,0.46478128
StyleGAN1linear,1,CLS,0,0.28359511
StyleGAN1linear,1,CLS,0,0.5113829
StyleGAN1linear,1,CLS,0,0.46545318
StyleGAN1linear,1,CLS,0,0.5265774
StyleGAN1linear,1,CLS,0,0.072046526
StyleGAN1linear,1,CLS,0,0.46002725
StyleGAN1linear,1,CLS,0,0.28821355
StyleGAN1linear,1,CLS,0,0.45545712
StyleGAN1linear,1,CLS,0,0.5884971
StyleGAN1linear,1,CLS,0,0.5691957
StyleGAN1linear,1,CLS,0,0.35360116
StyleGAN1linear,1,CLS,0,0.39910898
StyleGAN1linear,1,CLS,0,0.32122344
StyleGAN1linear,1,CLS,0,0.53881794
StyleGAN1linear,1,CLS,0,0.45819432
StyleGAN1linear,1,CLS,0,0.1973667
StyleGAN1linear,1,CLS,0,0.21895148
StyleGAN1linear,1,CLS,0,0.22647057
StyleGAN1linear,1,CLS,0,0.4527112
StyleGAN1linear,1,CLS,0,0.68974805
StyleGAN1linear,1,CLS,0,0.5473352
StyleGAN1linear,1,CLS,0,0.40481797
StyleGAN1linear,1,CLS,0,0.5632276
StyleGAN1linear,1,CLS,0,0.6772263
StyleGAN1linear,1,CLS,0,0.4454136
StyleGAN1linear,1,CLS,0,0.6004816
StyleGAN1linear,1,CLS,0,0.51947975
StyleGAN1linear,1,CLS,0,0.37863466
StyleGAN1linear,1,CLS,0,0.3735563
StyleGAN1linear,1,CLS,0,0.3833002
StyleGAN1linear,1,CLS,0,0.26472542
StyleGAN1linear,1,CLS,0,0.16028175
StyleGAN1linear,1,CLS,0,0.29304615
StyleGAN1linear,1,CLS,0,0.6229808
StyleGAN1linear,1,CLS,0,0.4475006
StyleGAN1linear,1,CLS,0,0.29340082
StyleGAN1linear,1,CLS,0,0.500367
StyleGAN1linear,1,CLS,0,0.32749623
StyleGAN1linear,1,CLS,0,0.77822375
StyleGAN1linear,1,CLS,0,0.46618605
StyleGAN1linear,1,CLS,0,0.31696934
StyleGAN1linear,1,CLS,0,0.27821139
StyleGAN1linear,1,CLS,0,0.182923
StyleGAN1linear,1,CLS,0,0.13142985
StyleGAN1linear,1,CLS,0,0.72165865
StyleGAN1linear,1,CLS,0,0.23777775
StyleGAN1linear,1,CLS,0,0.43844473
StyleGAN1linear,1,CLS,0,0.30005062
StyleGAN1linear,1,CLS,0,0.32851914
StyleGAN1linear,1,CLS,0,0.56931406
StyleGAN1linear,1,CLS,0,0.14592406
StyleGAN1linear,1,CLS,0,0.49510553
StyleGAN1linear,1,CLS,0,0.4358873
StyleGAN1linear,1,CLS,0,0.24182127
StyleGAN1linear,1,CLS,0,0.74290717
StyleGAN1linear,1,CLS,0,0.61381024
StyleGAN1linear,1,CLS,0,0.54877263
StyleGAN1linear,1,CLS,0,0.60851437
StyleGAN1linear,1,CLS,0,0.32038715
StyleGAN1linear,1,CLS,0,0.64340425
StyleGAN1linear,1,CLS,0,0.44960386
StyleGAN1linear,1,CLS,0,0.7067107
StyleGAN1linear,1,CLS,0,0.3668754
StyleGAN1linear,1,CLS,0,0.26040792
StyleGAN1linear,1,CLS,0,0.17129159
StyleGAN1linear,1,CLS,0,0.36014864
StyleGAN1linear,1,CLS,0,0.26524442
StyleGAN1linear,1,CLS,0,0.36842763
StyleGAN1linear,1,CLS,0,0.33896717
StyleGAN1linear,1,CLS,0,0.32542816
StyleGAN1linear,1,CLS,0,0.4612205
StyleGAN1linear,1,CLS,0,0.29426885
StyleGAN1linear,1,CLS,0,0.62819165
StyleGAN1linear,1,CLS,0,0.4130807
StyleGAN1linear,1,CLS,0,0.12134929
StyleGAN1linear,1,CLS,0,0.3063211
StyleGAN1linear,1,CLS,0,0.5753796
StyleGAN1linear,1,CLS,0,0.5363417
StyleGAN1linear,1,CLS,0,0.55529666
StyleGAN1linear,1,CLS,0,0.116261385
StyleGAN1linear,1,CLS,0,0.2771934
StyleGAN1linear,1,CLS,0,0.32807946
StyleGAN1linear,1,CLS,0,0.6117572
StyleGAN1linear,1,CLS,0,0.45000908
StyleGAN1linear,1,CLS,0,0.22053573
StyleGAN1linear,1,CLS,0,0.31963286
StyleGAN1linear,1,CLS,0,0.22267996
StyleGAN1linear,1,CLS,0,0.36522
StyleGAN1linear,1,CLS,0,0.15139626
StyleGAN1linear,1,CLS,0,0.11430037
StyleGAN1linear,1,CLS,0,0.3060382
StyleGAN1linear,1,CLS,0,0.5910203
