eval_id,Level,Patch,TrueLabel,PredictedProb
StyleGAN1svm,1,CLS,0,0.23475852506124675
StyleGAN1svm,1,CLS,0,0.43637288394929535
StyleGAN1svm,1,CLS,0,0.5077236197450306
StyleGAN1svm,1,CLS,0,0.2749460349939483
StyleGAN1svm,1,CLS,0,0.33409193714493557
StyleGAN1svm,1,CLS,0,0.3051251548171272
StyleGAN1svm,1,CLS,0,0.547716845705131
StyleGAN1svm,1,CLS,0,0.07492603336603337
StyleGAN1svm,1,CLS,0,0.4861335755839005
StyleGAN1svm,1,CLS,0,0.6935232096074512
StyleGAN1svm,1,CLS,0,0.6258768654265433
StyleGAN1svm,1,CLS,0,0.3050857497841516
StyleGAN1svm,1,CLS,0,0.5969791070492323
StyleGAN1svm,1,CLS,0,0.42790332756100796
StyleGAN1svm,1,CLS,0,0.501621716188835
StyleGAN1svm,1,CLS,0,0.5843363075659229
StyleGAN1svm,1,CLS,0,0.37020571059196894
StyleGAN1svm,1,CLS,0,0.3288481651930765
StyleGAN1svm,1,CLS,0,0.699878543937367
StyleGAN1svm,1,CLS,0,0.6787533017920094
StyleGAN1svm,1,CLS,0,0.46202129394470176
StyleGAN1svm,1,CLS,0,0.29751934647317063
StyleGAN1svm,1,CLS,0,0.3716341851111873
StyleGAN1svm,1,CLS,0,0.4679977714049932
StyleGAN1svm,1,CLS,0,0.23720192491891612
StyleGAN1svm,1,CLS,0,0.26763802260723163
StyleGAN1svm,1,CLS,0,0.46975781957551965
StyleGAN1svm,1,CLS,0,0.4482145234151898
StyleGAN1svm,1,CLS,0,0.3448615261253092
StyleGAN1svm,1,CLS,0,0.7740075874634668
StyleGAN1svm,1,CLS,0,0.5038950985373306
StyleGAN1svm,1,CLS,0,0.8057612750597336
StyleGAN1svm,1,CLS,0,0.38526967751733626
StyleGAN1svm,1,CLS,0,0.5487234539850303
StyleGAN1svm,1,CLS,0,0.43472804759445555
StyleGAN1svm,1,CLS,0,0.5160224441983411
StyleGAN1svm,1,CLS,0,0.20135140791563944
StyleGAN1svm,1,CLS,0,0.6225303613011278
StyleGAN1svm,1,CLS,0,0.05813301922249714
StyleGAN1svm,1,CLS,0,0.34756534003796397
StyleGAN1svm,1,CLS,0,0.43647584966620506
StyleGAN1svm,1,CLS,0,0.5020290048251438
StyleGAN1svm,1,CLS,0,0.7537629941944869
StyleGAN1svm,1,CLS,0,0.3100203589049872
StyleGAN1svm,1,CLS,0,0.17854415718931202
StyleGAN1svm,1,CLS,0,0.09787749982388212
StyleGAN1svm,1,CLS,0,0.4721739072802153
StyleGAN1svm,1,CLS,0,0.5049270254067558
StyleGAN1svm,1,CLS,0,0.6418106629953545
StyleGAN1svm,1,CLS,0,0.68628842056756
StyleGAN1svm,1,CLS,0,0.7915169485751209
StyleGAN1svm,1,CLS,0,0.38425527675101306
StyleGAN1svm,1,CLS,0,0.19120365342674564
StyleGAN1svm,1,CLS,0,0.6261809350911257
StyleGAN1svm,1,CLS,0,0.24624141874243277
StyleGAN1svm,1,CLS,0,0.15689549746033846
StyleGAN1svm,1,CLS,0,0.34387340066524225
StyleGAN1svm,1,CLS,0,0.49552541996208643
StyleGAN1svm,1,CLS,0,0.4743045689566588
StyleGAN1svm,1,CLS,0,0.321708795544849
StyleGAN1svm,1,CLS,0,0.09278100866784211
StyleGAN1svm,1,CLS,0,0.21423205455188518
StyleGAN1svm,1,CLS,0,0.6211583259623705
StyleGAN1svm,1,CLS,0,0.6016889570148273
StyleGAN1svm,1,CLS,0,0.6825542032095532
StyleGAN1svm,1,CLS,0,0.5056094680449632
StyleGAN1svm,1,CLS,0,0.43010807610449614
StyleGAN1svm,1,CLS,0,0.6924927514340139
StyleGAN1svm,1,CLS,0,0.5093225367646154
StyleGAN1svm,1,CLS,0,0.7002868725221162
StyleGAN1svm,1,CLS,0,0.28898186702122625
StyleGAN1svm,1,CLS,0,0.34387580459047795
StyleGAN1svm,1,CLS,0,0.3592267647730787
StyleGAN1svm,1,CLS,0,0.24299392843652048
StyleGAN1svm,1,CLS,0,0.671662005138876
StyleGAN1svm,1,CLS,0,0.6910933039908076
StyleGAN1svm,1,CLS,0,0.3477847993960663
StyleGAN1svm,1,CLS,0,0.17908161048794255
StyleGAN1svm,1,CLS,0,0.54876428117649
StyleGAN1svm,1,CLS,0,0.5587087851686877
StyleGAN1svm,1,CLS,0,0.3859284114808846
StyleGAN1svm,1,CLS,0,0.1867650834420581
